V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15
198	342	237	192	122	304	392	40	139	53	118	252	170	131	160
159	107	80	149	291	6	316	314	391	387	392	207	196	105	3
202	395	145	112	30	90	106	278	312	273	301	379	354	352	11
264	134	339	85	74	62	107	141	190	213	87	282	119	361	271
245	26	241	196	184	244	301	329	154	237	314	282	393	107	351
236	313	200	343	149	329	255	116	381	31	351	72	386	75	208
298	277	9	313	365	218	50	99	209	239	219	97	394	345	307
187	50	6	114	330	150	334	229	216	337	200	104	54	130	152
109	323	228	123	17	126	277	170	145	295	76	193	26	306	11
206	88	84	347	364	99	385	294	219	42	303	66	399	221	14
110	346	401	356	51	264	176	144	5	102	209	109	75	89	391
185	41	140	270	9	333	132	400	273	105	117	210	17	130	104
263	307	177	213	113	323	60	30	139	93	122	33	75	329	239
242	377	167	173	160	108	52	357	235	40	337	247	182	71	20
385	45	2	223	217	266	338	129	219	167	37	131	365	306	172
318	199	400	66	389	116	204	161	233	118	388	39	160	217	82
79	158	84	385	61	203	103	97	389	220	207	156	247	266	273
271	195	147	389	75	116	99	394	115	382	7	245	306	372	316
33	45	143	1	264	70	343	177	342	185	120	21	10	401	93
390	51	259	115	236	320	141	216	322	393	36	107	298	402	359
184	132	2	66	339	83	326	355	294	351	44	208	390	82	33
34	167	390	113	363	206	188	220	49	76	103	83	304	336	360
257	34	208	368	286	373	346	270	27	5	324	154	167	299	165
21	250	387	286	86	154	38	344	75	396	377	145	232	310	180
24	85	211	180	42	278	355	399	200	80	401	123	31	83	287
53	150	119	194	233	359	340	275	96	54	142	304	197	9	59
350	233	251	214	170	323	277	399	372	230	83	191	319	373	264
158	204	99	157	48	152	291	179	71	280	371	136	245	26	20
354	213	77	219	167	74	8	55	320	37	363	403	181	165	70
251	301	398	67	400	356	59	115	216	233	295	92	93	147	33
300	129	157	115	63	267	109	163	272	213	164	348	147	185	316
39	236	135	24	21	184	196	357	131	387	156	272	285	259	40
51	371	121	305	296	343	327	206	157	361	86	257	104	10	106
329	203	222	355	268	98	220	281	284	274	47	283	105	3	271
233	388	320	354	180	79	261	214	177	145	158	29	182	127	2
360	223	37	29	255	192	53	165	193	295	250	154	114	136	245
149	47	79	37	159	48	199	329	60	7	388	365	114	374	309
390	344	179	246	233	98	91	173	366	96	383	396	356	76	255
304	31	57	301	152	147	264	320	274	307	155	255	344	122	72
21	84	379	163	158	67	233	38	225	339	132	176	393	134	66
309	17	348	395	383	319	289	160	112	186	23	14	300	304	390
398	78	55	280	319	139	26	151	84	96	296	387	14	261	122
128	103	133	53	319	148	357	131	174	234	17	317	59	260	6
358	159	155	312	20	89	169	116	229	347	153	239	219	173	246
211	26	263	298	280	130	238	109	55	371	255	191	315	349	369
317	63	263	233	176	132	191	269	260	173	96	152	329	64	120
211	274	18	284	294	376	286	208	306	27	80	30	360	59	160
220	377	74	122	83	268	149	201	126	212	193	223	64	183	366
257	238	305	128	92	348	19	58	211	242	325	339	400	71	279
309	325	79	268	18	3	332	119	239	254	344	132	273	362	63
247	75	388	64	27	78	18	63	204	48	252	214	56	190	300
325	134	236	319	78	132	140	366	43	32	65	246	252	97	307
226	257	59	120	84	262	366	139	306	30	332	75	45	104	291
10	278	42	70	69	62	354	130	92	243	162	178	124	95	361
374	281	118	211	119	209	269	3	160	297	386	141	399	316	337
270	93	255	45	288	103	183	329	85	14	223	224	95	147	199
272	31	330	250	398	340	289	20	219	271	299	123	387	7	363
60	347	388	304	48	4	46	182	10	101	116	13	320	285	24
399	34	318	267	217	124	402	175	362	79	49	23	19	275	178
340	270	237	101	48	275	210	117	338	159	190	131	371	33	43
233	31	239	250	342	365	360	173	80	359	2	271	184	90	254
251	159	349	167	361	121	81	133	352	385	267	139	182	346	63
235	348	136	37	109	352	236	355	342	347	313	36	363	88	242
69	265	218	300	394	372	170	242	7	157	402	106	203	135	1
337	68	12	390	301	302	376	159	76	64	49	317	305	144	98
200	335	162	142	36	72	188	109	83	120	381	187	104	253	304
76	346	132	328	246	314	135	251	86	350	117	226	26	158	315
233	203	177	317	199	359	165	338	149	393	334	215	293	145	77
300	94	41	267	109	182	112	177	284	388	254	127	223	39	245
173	362	279	403	310	328	361	355	15	53	21	307	123	127	145
378	365	335	390	226	207	265	361	52	370	269	364	88	211	31
280	221	75	86	232	98	374	379	38	169	79	283	331	32	196
305	227	2	151	277	89	205	239	378	81	47	258	278	338	57
383	283	336	395	143	398	300	1	326	325	61	34	9	265	29
98	172	240	40	225	341	173	388	285	317	326	25	7	372	62
295	113	182	350	289	60	304	109	130	401	336	62	56	48	203
203	291	82	100	285	71	145	289	205	306	163	271	220	138	263
240	350	195	73	321	271	186	394	227	250	232	334	372	258	243
313	305	84	38	145	377	131	132	303	347	141	267	150	25	329
9	50	365	73	173	15	43	255	374	142	102	326	329	355	172
198	35	389	400	196	20	316	119	392	399	147	232	246	369	106
309	385	89	184	156	23	52	88	376	354	254	401	293	391	192
309	340	258	89	81	387	235	342	19	163	190	329	103	293	321
159	360	282	261	398	144	299	96	271	11	103	349	83	340	9
6	248	74	19	356	369	243	347	275	332	217	251	35	316	17
238	14	246	94	273	212	284	220	106	310	165	256	340	189	381
321	347	198	302	183	193	333	369	45	132	135	283	191	17	42
68	13	197	8	41	334	341	43	141	92	29	217	220	305	245
129	387	315	261	306	340	22	105	30	270	257	64	323	204	120
304	131	402	62	260	83	387	283	90	311	287	348	156	236	47
140	240	317	163	331	106	364	46	33	127	139	342	262	14	34
151	159	263	96	388	72	334	50	260	289	325	153	52	360	219
225	185	92	32	401	392	86	183	355	53	73	377	224	262	237
359	322	238	237	49	390	361	2	82	220	208	348	373	25	113
372	348	269	205	10	117	203	308	402	174	109	218	314	73	291
36	380	342	161	354	60	262	94	78	65	61	163	14	151	316
22	318	136	53	302	155	156	305	204	90	5	202	306	52	146
258	183	23	132	360	85	77	213	107	160	68	328	143	272	401
17	181	367	391	211	20	83	348	55	138	200	64	198	39	158
43	309	392	250	207	106	182	67	155	343	366	216	227	7	351
254	146	202	208	363	46	121	119	153	20	243	170	219	91	230
81	392	254	139	136	34	58	7	380	315	111	332	194	124	272
72	315	238	153	32	369	118	229	289	137	50	250	154	274	67
315	9	229	394	23	284	5	136	299	384	308	30	179	398	79
355	114	45	268	208	204	27	18	95	190	252	232	134	131	216
380	388	197	236	369	246	124	357	281	181	137	175	200	157	218
321	11	334	193	95	43	77	289	65	147	81	307	402	201	118
285	217	257	142	133	102	111	320	106	306	1	291	17	265	372
201	316	258	108	73	44	226	96	35	375	13	136	129	215	239
226	185	11	383	108	384	86	268	92	125	282	283	234	203	120
278	96	219	372	121	99	402	236	338	391	14	324	388	184	102
13	210	113	226	67	313	359	224	358	380	53	140	222	141	110
138	251	111	282	231	7	358	352	378	363	30	344	361	325	279
7	120	154	39	226	8	133	359	75	269	313	48	358	209	224
339	19	301	245	173	315	200	89	9	263	385	290	218	375	164
66	283	239	25	89	18	248	61	325	231	62	130	279	73	257
206	117	56	83	168	137	328	262	36	91	310	251	123	316	365
298	2	77	106	356	184	89	166	304	66	249	271	206	292	56
221	122	177	123	326	330	125	240	46	3	246	58	238	383	48
151	392	186	155	309	275	18	295	359	138	68	170	223	288	29
221	142	236	183	56	134	237	354	400	263	176	9	335	306	45
242	127	39	349	27	207	116	334	99	394	297	384	100	344	237
161	185	48	65	201	138	312	54	252	289	106	52	67	141	145
71	267	63	114	3	177	130	52	206	299	259	386	301	310	229
172	208	207	250	51	380	76	197	29	246	255	357	338	391	108
154	90	109	85	389	170	375	20	139	180	62	95	326	318	111
99	293	352	197	259	325	38	42	2	67	375	221	190	87	75
363	149	267	39	119	21	66	24	71	335	193	173	282	133	123
113	219	123	394	149	9	191	18	303	329	104	170	47	221	150
284	325	276	401	373	210	146	280	30	29	72	297	380	308	19
55	101	39	384	140	132	242	58	270	131	324	252	379	126	328
277	131	390	124	29	307	10	99	58	45	211	151	177	26	253
63	17	80	235	35	74	310	55	121	95	32	113	315	107	187
339	373	337	155	227	20	366	100	112	271	347	41	53	303	64
130	106	278	198	59	287	152	57	35	361	13	297	133	180	102
7	154	249	372	256	21	254	61	300	130	279	144	222	307	383
311	279	14	398	368	163	342	401	372	277	126	19	310	299	230
182	37	105	59	138	227	167	244	132	155	397	192	113	9	110
102	91	232	161	207	278	275	239	264	121	297	223	144	265	293
177	3	97	360	160	291	267	21	48	43	263	53	187	305	242
16	281	79	15	167	392	298	360	325	211	6	216	78	330	257
148	197	198	94	354	273	101	121	45	3	392	74	336	335	257
111	305	349	378	237	356	324	172	306	171	224	309	242	299	370
351	25	242	306	389	264	275	238	93	368	88	313	82	364	243
179	87	178	307	282	71	56	51	116	329	252	126	210	22	254
294	115	138	178	106	146	279	22	90	113	51	253	40	291	68
58	275	313	75	358	54	331	25	229	153	228	193	210	65	134
135	111	378	198	319	271	167	38	192	24	347	195	330	318	266
204	30	306	255	366	205	259	186	357	249	51	243	218	287	91
39	246	307	66	175	14	148	400	379	87	339	248	279	384	167
323	192	215	373	162	89	87	3	125	392	128	126	293	186	43
227	73	298	264	100	281	179	62	237	283	242	189	266	141	103
309	110	151	56	266	288	366	287	300	360	238	16	59	9	54
57	295	15	206	239	389	271	305	351	58	70	40	85	18	296
396	149	137	136	143	77	398	108	44	81	177	74	2	360	196
325	196	210	110	388	375	106	77	83	150	295	353	305	8	13
391	349	80	388	201	132	317	224	174	234	269	107	76	355	181
330	148	117	353	176	219	105	323	315	279	274	311	359	306	98
108	199	68	203	161	55	391	58	156	59	386	232	352	181	20
58	319	143	162	229	139	32	113	7	291	124	104	240	41	287
189	52	272	279	104	346	1	109	297	73	317	76	85	238	181
200	401	174	144	31	90	212	251	81	295	388	29	124	122	316
272	251	351	218	259	243	388	374	369	45	367	40	219	74	211
94	192	293	159	68	386	88	381	269	21	111	303	123	67	219
72	88	65	205	119	236	139	338	251	260	235	312	196	21	117
15	188	200	349	4	374	152	311	212	302	351	98	370	252	7
402	255	97	304	293	77	383	74	18	51	147	376	152	41	122
49	234	359	342	383	1	188	98	299	79	68	173	351	317	77
355	395	21	295	353	30	164	27	329	62	184	192	131	183	132
123	136	220	109	32	154	363	384	114	133	1	42	346	339	161
351	300	360	203	101	334	100	131	260	128	222	10	236	388	178
67	210	283	395	35	132	324	394	72	136	94	117	11	106	79
388	89	58	186	296	71	46	152	282	174	78	311	243	273	190
102	134	187	227	356	236	291	171	345	167	342	347	209	146	50
18	384	177	3	1	362	130	316	131	247	10	145	175	69	56
183	11	226	58	276	100	111	265	257	264	297	40	243	266	139
34	273	214	233	280	312	170	213	76	180	137	203	111	279	373
210	226	77	22	396	58	186	264	364	337	288	103	65	31	24
20	231	288	139	125	165	154	11	146	143	118	18	166	205	298
156	387	228	163	343	316	348	260	104	204	248	167	65	79	202
295	134	180	112	42	202	386	302	341	178	364	331	315	261	265
112	114	382	292	94	4	156	222	378	17	223	253	157	393	261
336	344	267	286	151	294	244	157	374	215	22	347	230	291	2
341	360	96	194	26	308	301	396	72	382	352	383	245	403	174
163	138	338	268	240	143	17	57	180	176	72	247	45	149	195
331	304	161	166	277	261	78	222	287	187	291	394	162	334	50
386	20	31	227	88	147	47	362	68	69	294	95	238	10	317
297	298	195	154	325	149	37	286	332	357	28	82	390	22	49
184	8	165	289	23	270	331	47	280	40	98	5	176	146	65
83	139	40	138	205	15	5	298	236	96	262	326	177	213	252
47	251	380	335	102	311	147	134	127	160	394	393	76	13	304
224	76	51	49	167	327	207	331	118	230	402	112	198	279	326
111	318	88	29	93	307	370	361	31	183	298	137	199	365	180
222	28	369	186	179	70	124	275	119	345	11	166	60	122	281
237	244	178	202	379	56	156	327	2	40	258	318	38	188	88
82	263	173	266	17	86	343	191	106	352	331	267	238	179	220
131	281	75	285	386	87	65	326	348	251	339	385	287	269	146
389	371	376	137	372	133	156	378	188	81	187	321	326	265	9
179	74	68	364	128	352	137	133	45	355	348	273	248	365	85
105	387	15	26	397	72	312	279	76	227	380	83	340	259	252
283	360	100	130	49	96	89	35	371	337	181	277	230	378	250
278	219	110	157	315	164	269	16	126	261	153	127	125	132	150
30	364	102	99	245	274	79	120	200	32	89	108	315	387	327
323	331	304	360	337	350	364	389	11	157	209	111	219	112	383
388	144	269	347	170	137	197	66	188	15	374	382	282	247	385
173	354	64	246	393	46	130	210	143	138	347	114	363	368	193
50	345	1	390	34	346	6	151	246	232	128	184	255	4	25
81	102	354	248	166	218	233	358	60	189	238	236	278	97	130
285	120	25	398	252	276	141	137	103	131	194	182	318	83	386
237	324	269	140	337	399	178	152	162	125	182	202	118	110	8
218	250	390	160	131	71	226	207	83	195	229	284	360	85	126
25	294	288	203	46	83	73	183	357	299	29	13	388	196	91
12	238	347	387	248	349	171	383	279	102	305	267	271	149	239
94	313	379	292	345	393	52	332	44	368	375	277	296	67	366
4	76	284	304	259	354	217	179	147	282	77	324	403	364	311
373	12	74	186	3	31	10	297	50	368	331	390	336	372	210
366	82	4	61	71	309	378	37	217	67	100	279	181	365	12
261	138	379	131	51	121	198	108	58	286	253	56	283	353	178
37	352	66	370	380	183	7	1	290	340	250	327	298	74	243
373	293	113	371	29	319	235	130	324	79	391	149	192	351	361
69	374	328	392	82	387	9	241	150	38	348	380	123	165	137
133	365	20	345	77	152	284	96	40	156	391	375	182	213	259
31	247	79	340	202	308	256	107	327	356	401	279	135	177	64
366	111	392	343	312	127	9	259	309	257	135	296	168	120	29
103	60	289	379	349	326	183	12	105	361	254	34	144	332	382
118	140	316	305	168	279	96	211	393	366	134	280	80	100	334
284	339	32	161	296	287	279	23	50	312	257	398	141	273	60
84	144	403	382	170	234	218	262	53	359	128	308	39	43	313
51	141	92	324	137	112	246	280	21	253	361	345	389	289	113
249	252	298	47	360	209	329	331	324	377	90	306	369	207	289
232	397	110	309	338	224	7	16	68	327	251	147	158	283	104
129	223	283	378	225	66	350	200	146	243	263	140	302	361	271
169	230	279	93	280	326	16	29	295	117	373	146	355	367	233
266	265	178	339	73	218	171	125	111	89	300	1	5	332	374
161	338	126	72	110	152	304	365	280	33	109	172	215	385	46
403	211	338	319	177	144	300	243	7	286	305	111	369	343	127
370	93	305	281	263	167	4	245	331	72	251	209	20	55	112
259	116	400	317	153	11	76	69	283	148	354	258	366	207	364
235	54	260	192	32	41	313	217	228	339	401	193	326	222	299
376	337	359	328	399	255	88	178	63	214	231	155	313	347	81
293	89	200	36	203	82	192	73	374	244	55	220	170	67	39
162	2	346	123	108	391	26	377	227	276	22	336	129	228	116
326	269	11	384	95	65	402	179	347	98	275	177	218	108	129
365	229	22	38	236	163	160	253	158	175	309	165	174	42	343
163	32	91	106	271	10	85	309	161	377	82	368	256	186	374
94	275	356	65	40	341	19	205	28	130	365	24	56	16	11
69	78	64	81	80	33	169	63	92	292	21	9	303	258	210
195	206	253	373	16	7	130	378	305	392	173	301	100	393	103
327	278	349	325	270	260	381	250	3	81	359	386	387	275	62
73	184	327	379	87	225	392	9	105	275	398	377	292	233	222
260	112	133	107	186	231	249	108	224	297	244	381	269	11	401
195	232	87	80	28	215	382	306	302	222	312	254	8	323	11
137	103	252	88	199	72	323	153	55	57	375	354	284	81	163
207	84	174	365	68	38	34	246	132	294	74	202	326	27	384
287	101	326	219	93	198	213	295	396	383	49	320	100	169	60
362	72	122	290	266	34	116	324	59	51	282	84	264	299	27
215	245	99	112	62	201	353	127	178	197	369	133	300	376	192
75	41	216	132	38	314	261	274	385	259	265	40	166	298	304
135	391	233	34	326	204	282	105	374	227	39	7	175	12	30
397	8	348	255	352	39	401	234	216	332	310	36	96	104	175
267	80	126	390	291	90	388	324	251	278	62	110	149	271	113
383	144	190	61	318	81	283	108	308	244	167	399	370	332	189
196	243	86	9	334	365	309	382	120	169	79	145	105	26	114
111	387	2	193	40	245	162	243	211	68	51	122	352	321	168
61	247	262	216	328	73	37	207	42	261	378	142	250	309	241
335	249	338	100	350	369	211	181	224	43	159	47	2	10	160
3	235	258	205	79	87	249	323	379	68	382	42	143	180	153
150	49	286	105	67	66	248	119	371	61	215	358	337	402	130
34	32	275	109	353	33	311	282	225	249	274	309	284	303	124
250	164	5	377	290	322	310	126	262	61	232	22	205	384	266
92	218	283	349	69	247	370	205	159	59	379	369	208	250	64
124	332	214	106	132	82	353	223	150	400	63	377	77	207	202
194	200	22	208	50	308	317	228	101	6	122	315	385	65	81
275	332	52	228	283	88	318	266	280	286	50	15	220	155	191
233	378	283	242	169	76	193	198	155	4	277	250	352	22	249
219	119	44	200	263	95	112	242	266	355	77	386	314	192	52
233	264	390	268	45	71	355	155	129	176	18	73	126	385	249
19	258	47	191	71	28	294	174	245	375	233	15	357	261	110
281	150	59	68	180	186	132	254	156	125	2	25	360	66	213
168	400	182	275	115	315	347	170	40	180	119	117	360	193	344
46	117	196	336	304	134	31	95	372	319	367	170	122	168	270
62	365	403	215	353	237	304	137	248	253	357	138	319	352	348
122	151	39	165	198	402	350	249	126	316	256	326	172	359	157
31	277	58	350	142	256	328	378	234	200	211	215	271	225	98
361	189	339	81	282	247	387	75	360	393	357	228	194	27	239
290	301	396	285	59	283	152	136	299	6	10	148	223	131	203
314	133	50	231	349	387	91	39	7	356	111	94	120	56	388
353	358	279	378	323	16	157	149	30	361	64	34	202	24	254
65	271	56	280	115	385	337	177	275	255	342	75	203	105	346
211	393	75	7	352	333	308	86	35	296	115	137	332	28	194
2	25	101	72	335	131	217	187	146	183	127	8	222	213	270
193	255	63	120	169	160	269	277	225	274	197	15	207	131	345
294	78	157	320	371	253	6	178	108	393	86	245	110	185	171
338	313	220	139	19	46	55	67	268	255	173	41	75	311	393
161	293	138	354	202	262	140	4	231	174	281	43	264	350	272
61	102	154	218	326	354	372	147	168	94	52	307	125	304	126
304	96	199	227	56	269	66	224	285	230	42	75	65	32	211
139	195	25	55	233	311	22	256	35	153	11	242	261	91	252
198	272	216	158	344	268	153	81	283	131	342	366	290	228	22
22	313	115	257	171	256	174	136	261	245	396	100	352	67	202
228	221	390	176	73	264	90	33	378	364	166	287	149	115	9
263	385	96	297	251	113	80	91	217	57	1	286	8	310	326
110	362	293	376	280	115	73	165	211	262	392	102	381	5	84
346	314	127	373	286	90	142	290	363	274	280	292	308	278	330
195	175	15	171	245	76	170	256	184	369	294	50	363	378	16
105	381	331	84	171	29	235	201	126	41	403	345	248	257	344
203	79	188	301	69	30	313	211	137	144	37	59	110	205	309
125	220	34	18	377	76	273	274	375	17	141	121	143	357	50
342	345	208	402	388	15	7	262	363	274	134	96	123	287	30
89	314	222	279	47	234	82	320	66	236	203	346	106	322	110
275	177	180	163	300	146	230	335	347	57	193	399	38	296	50
239	135	194	37	19	203	185	126	382	273	358	289	52	97	163
143	136	216	6	1	292	266	212	157	89	252	331	200	98	121
30	23	382	365	263	59	62	183	319	157	176	17	332	96	239
130	179	212	277	352	127	382	34	78	4	106	269	91	221	315
101	88	355	162	65	326	49	338	207	234	340	342	80	369	198
12	14	391	283	58	41	129	231	343	363	215	232	48	345	320
293	326	154	142	283	265	151	332	267	98	342	23	137	254	6
301	100	53	219	276	184	181	284	50	110	123	146	379	363	113
151	120	77	284	219	169	239	157	238	205	329	129	312	335	71
16	333	292	46	207	169	93	331	362	162	290	167	38	376	121
14	6	36	84	49	397	24	206	204	305	368	163	272	369	180
219	286	192	185	220	29	387	97	238	51	232	125	111	15	388
340	184	265	398	207	345	239	283	9	364	169	193	107	245	98
322	248	318	302	299	235	362	91	56	314	12	192	336	176	239
177	368	205	335	313	188	75	300	46	293	102	165	130	351	200
318	33	281	186	125	78	223	123	221	91	83	361	11	161	283
161	335	339	137	337	316	106	128	64	40	194	145	302	76	100
272	122	219	205	86	45	11	320	350	277	183	289	403	27	278
131	343	22	147	253	281	171	6	70	249	55	197	153	288	383
279	379	198	34	146	280	144	134	128	98	330	165	1	35	306
147	376	190	21	148	371	284	319	301	296	377	56	269	188	182
195	26	284	67	395	282	309	332	55	45	84	132	90	32	113
316	148	168	82	351	259	333	132	13	196	277	125	293	150	301
287	65	370	94	37	200	135	381	15	262	307	129	194	271	42
227	170	284	43	152	75	401	83	54	352	103	10	66	219	281
68	276	137	134	28	127	51	234	146	59	153	91	285	50	93
157	194	158	141	351	61	147	56	65	345	33	366	139	346	232
167	9	111	403	148	106	137	389	313	48	183	120	318	350	55
44	394	212	350	276	326	39	365	211	199	139	108	1	129	355
31	232	110	30	235	299	262	177	204	186	166	298	68	29	150
143	164	193	81	54	281	386	250	53	71	179	366	288	298	400
227	35	279	177	163	268	194	217	13	45	245	266	210	387	91
244	83	340	249	8	293	395	153	281	129	266	359	333	248	24
134	111	245	30	374	84	340	289	351	401	103	257	79	211	122
403	12	121	399	326	370	116	36	168	344	205	208	118	35	33
110	89	237	316	139	92	215	345	227	219	266	286	191	119	336
351	70	325	229	327	18	113	161	49	51	183	259	154	323	91
59	375	104	19	314	351	290	169	77	78	393	75	243	221	21
318	140	182	240	139	156	333	330	74	208	104	345	256	389	133
98	240	166	372	260	209	79	305	200	188	201	211	341	184	213
59	305	386	142	227	320	34	45	245	378	105	401	7	52	120
45	149	44	349	391	244	48	136	345	66	11	344	63	289	71
92	278	250	237	31	234	394	184	384	45	66	167	146	96	231
196	117	115	318	197	373	365	127	351	73	380	319	360	78	258
279	231	178	118	176	60	30	67	109	12	358	278	63	1	112
383	234	281	340	292	18	362	34	121	282	349	30	277	76	6
40	145	127	120	105	358	191	104	3	170	187	155	195	226	275
233	48	84	68	336	144	286	179	43	387	186	129	105	99	235
160	351	204	191	192	329	53	209	170	175	215	45	195	224	54
340	262	157	375	207	186	343	57	160	16	385	379	275	119	355
147	316	64	379	21	245	57	84	335	4	151	333	17	394	187
197	293	269	220	316	171	32	355	286	86	226	323	90	278	347
272	216	44	98	145	271	363	66	313	33	109	333	182	47	246
234	279	318	272	33	277	290	69	199	168	257	117	365	36	184
121	395	368	10	307	302	110	181	346	371	384	276	161	136	149
396	19	304	369	280	164	394	393	17	44	168	31	343	186	311
158	45	123	164	119	148	131	303	15	136	305	26	379	221	239
92	44	224	380	164	22	308	17	71	72	132	101	260	160	40
278	231	53	158	125	328	281	144	352	41	284	273	277	239	204
243	266	16	393	280	381	110	112	400	364	49	139	338	46	394
79	9	272	291	131	398	323	301	229	66	386	107	77	114	122
220	12	101	338	377	40	360	396	237	339	340	165	207	147	18
177	222	6	389	3	381	247	351	390	246	272	271	57	274	276
145	349	95	44	213	235	119	343	54	48	7	353	261	259	341
272	377	231	250	204	189	34	63	358	180	36	282	400	245	339
52	336	339	308	62	5	287	55	291	66	156	243	144	169	341
138	74	58	161	308	124	159	52	276	109	315	13	136	183	167
120	66	138	359	199	206	281	177	276	61	273	114	215	286	217
56	78	277	224	275	265	251	385	122	278	289	116	168	282	157
32	383	125	209	163	62	321	25	351	316	123	181	191	117	363
392	105	4	74	376	141	32	235	81	79	220	219	95	305	96
92	51	60	213	185	62	319	379	271	261	138	164	136	278	249
42	147	245	22	389	38	338	321	76	234	39	133	173	241	269
96	279	110	90	24	400	44	166	145	321	317	230	122	281	365
271	335	309	212	85	337	97	88	329	81	82	134	349	149	129
11	399	257	106	237	279	285	318	329	151	278	220	42	338	33
200	367	261	229	114	109	106	134	294	28	352	349	119	209	269
33	396	338	319	142	345	208	171	201	262	178	297	106	193	82
46	349	47	274	81	163	174	225	325	172	192	64	27	82	232
12	139	60	154	342	54	144	216	334	218	8	229	333	270	370
77	295	175	241	142	251	34	114	216	387	341	79	113	342	389
158	222	106	17	363	223	18	397	119	177	64	307	263	153	33
344	293	208	206	357	242	367	32	117	154	75	23	296	114	170
284	384	37	275	340	85	100	262	238	247	227	322	332	172	191
284	175	77	260	309	87	49	377	148	351	6	84	336	149	362
355	97	26	125	120	170	104	346	182	313	214	363	90	145	181
99	289	22	68	141	347	273	308	131	180	341	206	333	54	153
27	133	299	90	29	229	320	114	104	10	386	143	116	256	191
326	103	232	44	145	51	97	94	143	133	277	253	137	317	279
277	22	316	251	101	122	352	322	353	182	306	216	373	348	113
344	229	71	373	241	82	166	112	222	51	392	55	162	275	103
133	238	82	235	183	179	388	310	15	362	85	350	268	189	39
109	123	84	66	159	261	45	347	293	276	131	336	243	270	152
331	98	299	123	132	189	243	403	313	163	303	215	274	69	294
168	7	359	402	54	145	190	239	336	164	92	315	334	146	232
113	289	343	321	277	12	307	84	13	120	312	53	255	328	188
41	107	188	244	45	14	320	285	155	196	235	212	268	398	174
363	327	378	294	305	145	116	273	322	319	170	165	72	7	162
105	104	186	343	143	259	303	265	314	130	252	133	298	89	333
291	293	11	12	19	117	71	8	57	317	378	379	33	128	394
212	166	80	250	247	84	309	304	347	187	295	15	249	363	374
398	178	278	220	222	303	114	135	263	223	53	320	201	96	18
134	397	279	53	1	12	362	132	290	43	71	204	122	30	106
62	35	4	190	29	114	217	351	21	173	285	93	286	131	184
383	276	8	33	81	127	220	335	225	116	282	321	143	63	346
292	399	345	85	182	250	129	354	39	339	251	227	193	200	348
31	332	369	46	26	251	180	150	66	232	268	245	343	257	47
283	54	304	388	255	192	212	49	373	268	309	152	128	390	35
337	347	319	200	32	48	153	186	379	255	21	163	233	24	162
132	392	209	305	90	281	115	271	134	12	135	82	69	30	81
149	230	115	394	280	304	261	224	4	355	47	343	338	99	309
100	125	105	368	261	116	112	308	233	204	139	78	331	152	289
123	170	320	119	231	171	394	283	65	242	191	99	328	35	238
94	58	197	205	249	386	237	68	344	266	246	156	346	190	392
15	65	20	308	51	280	335	361	1	384	97	162	200	185	183
226	131	366	280	122	335	61	388	243	210	148	95	242	5	185
293	350	123	194	208	256	379	339	193	169	191	289	26	323	99
253	125	36	98	281	389	12	201	362	167	31	22	71	65	33
271	136	195	255	36	354	219	61	340	223	227	81	348	102	161
21	86	62	232	160	16	123	194	61	267	329	320	94	279	36
85	84	111	331	60	380	35	63	401	301	220	251	23	167	350
13	101	36	380	246	244	129	71	231	348	165	97	322	212	334
396	262	264	170	393	131	289	286	334	350	27	98	199	376	43
362	271	120	301	26	55	100	259	394	131	42	313	306	239	33
163	386	198	210	179	185	351	243	4	126	80	132	147	312	306
132	88	225	311	155	343	129	89	387	316	178	9	44	255	97
22	90	65	203	285	14	242	204	49	385	262	57	108	164	187
98	402	43	284	124	345	21	362	278	66	252	100	253	185	307
19	108	393	2	337	346	71	6	259	308	273	361	279	316	94
209	379	170	305	365	296	387	97	164	287	201	189	195	370	119
393	222	317	343	334	302	365	377	141	21	347	244	254	243	236
61	53	94	314	162	352	392	296	131	175	243	403	355	361	367
93	77	118	398	248	240	290	374	257	29	371	106	35	247	68
91	66	250	349	217	49	65	338	51	368	226	401	20	4	358
237	374	149	27	354	66	135	183	397	328	216	161	139	134	7
365	161	117	28	129	79	290	241	128	35	385	119	256	26	155
303	398	281	125	202	340	396	14	51	318	98	356	262	240	265
357	316	217	251	350	240	391	304	235	167	204	301	236	210	299
69	270	369	98	142	216	148	375	66	400	378	174	197	97	329
179	350	167	115	394	197	228	281	277	90	243	223	320	173	129
329	250	228	102	282	140	370	106	93	141	129	241	126	286	242
328	314	112	177	198	383	206	305	144	68	157	18	50	118	29
1	207	345	399	183	4	212	165	293	291	67	332	57	260	309
403	265	137	121	122	205	168	91	123	292	135	12	101	289	37
96	280	384	327	286	365	289	271	182	39	293	301	215	200	166
358	168	258	123	142	20	55	229	331	128	227	2	279	17	277
29	26	124	186	388	253	385	389	55	257	11	202	245	185	403
186	143	22	357	183	153	286	102	16	103	219	71	73	327	194
357	315	316	239	65	305	110	23	328	10	148	276	99	172	122
143	36	18	233	314	256	364	368	376	72	374	265	252	289	70
117	386	136	275	171	149	367	314	385	65	148	331	137	340	320
60	97	5	298	140	227	396	236	107	219	208	47	223	32	269
200	151	124	42	59	141	122	338	298	273	322	49	265	1	399
79	73	7	278	116	36	177	130	20	333	298	363	30	19	182
